# path,cls
..\_tiles\T106_02.png_42.png,9
..\_tiles\T106_02.png_43.png,9
..\_tiles\T106_02.png_44.png,9
..\_tiles\T106_02.png_45.png,9
..\_tiles\T106_02.png_46.png,9
..\_tiles\T106_02.png_47.png,9
..\_tiles\T106_02.png_48.png,9
..\_tiles\T106_02.png_49.png,9
..\_tiles\T106_02.png_50.png,9
..\_tiles\T106_02.png_51.png,9
..\_tiles\T106_02.png_52.png,9
..\_tiles\T106_02.png_53.png,9
..\_tiles\T106_02.png_54.png,9
..\_tiles\T106_02.png_55.png,9
..\_tiles\T106_02.png_56.png,9
..\_tiles\T106_02.png_57.png,9
..\_tiles\T106_02.png_58.png,9
..\_tiles\T106_02.png_59.png,9
..\_tiles\T106_02.png_60.png,9
..\_tiles\T106_03.png_0.png,9
..\_tiles\T106_03.png_1.png,9
..\_tiles\T106_03.png_2.png,9
..\_tiles\T106_03.png_3.png,9
..\_tiles\T106_03.png_4.png,9
..\_tiles\T106_03.png_5.png,9
..\_tiles\T106_03.png_6.png,9
..\_tiles\T106_03.png_7.png,9
..\_tiles\T106_03.png_8.png,9
..\_tiles\T106_03.png_9.png,9
..\_tiles\T106_03.png_10.png,9
..\_tiles\T106_03.png_11.png,9
..\_tiles\T106_03.png_12.png,9
..\_tiles\T106_03.png_13.png,9
..\_tiles\T106_03.png_14.png,9
..\_tiles\T106_03.png_15.png,9
..\_tiles\T106_03.png_16.png,9
..\_tiles\T106_03.png_17.png,9
..\_tiles\T106_03.png_18.png,9
..\_tiles\T106_03.png_19.png,9
..\_tiles\T106_03.png_20.png,9
..\_tiles\T106_03.png_21.png,9
..\_tiles\T106_03.png_22.png,9
..\_tiles\T106_03.png_23.png,9
..\_tiles\T106_03.png_24.png,9
..\_tiles\T106_03.png_25.png,9
..\_tiles\T106_03.png_26.png,9
..\_tiles\T106_03.png_27.png,9
..\_tiles\T106_03.png_28.png,9
..\_tiles\T106_03.png_29.png,9
..\_tiles\T106_03.png_30.png,9
..\_tiles\T106_03.png_31.png,9
..\_tiles\T106_03.png_32.png,9
..\_tiles\T106_03.png_33.png,9
..\_tiles\T106_03.png_34.png,9
..\_tiles\T106_03.png_35.png,9
..\_tiles\T106_03.png_36.png,9
..\_tiles\T106_03.png_37.png,9
..\_tiles\T106_03.png_38.png,9
..\_tiles\T106_03.png_39.png,9
..\_tiles\T106_03.png_40.png,9
..\_tiles\T106_03.png_41.png,9
..\_tiles\T106_03.png_42.png,9
..\_tiles\T106_03.png_43.png,9
..\_tiles\T106_03.png_44.png,9
..\_tiles\T106_03.png_45.png,9
..\_tiles\T106_03.png_46.png,9
..\_tiles\T106_03.png_47.png,9
..\_tiles\T106_03.png_48.png,9
..\_tiles\T106_03.png_49.png,9
..\_tiles\T106_03.png_50.png,9
..\_tiles\T106_03.png_51.png,9
..\_tiles\T106_03.png_52.png,9
..\_tiles\T106_03.png_53.png,9
..\_tiles\T106_03.png_54.png,9
..\_tiles\T106_03.png_55.png,9
..\_tiles\T106_03.png_56.png,9
..\_tiles\T106_03.png_57.png,9
..\_tiles\T106_03.png_58.png,9
..\_tiles\T106_03.png_59.png,9
..\_tiles\T106_03.png_60.png,9
..\_tiles\T106_04.png_0.png,9
..\_tiles\T106_04.png_1.png,9
..\_tiles\T106_04.png_2.png,9
..\_tiles\T106_04.png_3.png,9
..\_tiles\T106_04.png_4.png,9
..\_tiles\T106_04.png_5.png,9
..\_tiles\T106_04.png_6.png,9
..\_tiles\T106_04.png_7.png,9
..\_tiles\T106_04.png_8.png,9
..\_tiles\T106_04.png_9.png,9
..\_tiles\T106_04.png_10.png,9
..\_tiles\T106_04.png_11.png,9
..\_tiles\T106_04.png_12.png,9
..\_tiles\T106_04.png_13.png,9
..\_tiles\T106_04.png_14.png,9
..\_tiles\T106_04.png_15.png,9
..\_tiles\T106_04.png_16.png,9
..\_tiles\T106_04.png_17.png,9
..\_tiles\T106_04.png_18.png,9
..\_tiles\T106_04.png_19.png,9
..\_tiles\T106_04.png_20.png,9
..\_tiles\T106_04.png_21.png,9
..\_tiles\T106_04.png_22.png,9
..\_tiles\T106_04.png_23.png,9
..\_tiles\T106_04.png_24.png,9
..\_tiles\T106_04.png_25.png,9
..\_tiles\T106_04.png_26.png,9
..\_tiles\T106_04.png_27.png,9
..\_tiles\T106_04.png_28.png,9
..\_tiles\T106_04.png_29.png,9
..\_tiles\T106_04.png_30.png,9
..\_tiles\T106_04.png_31.png,9
..\_tiles\T106_04.png_32.png,9
..\_tiles\T106_04.png_33.png,9
..\_tiles\T106_04.png_34.png,9
..\_tiles\T106_04.png_35.png,9
..\_tiles\T106_04.png_36.png,9
..\_tiles\T106_04.png_37.png,9
..\_tiles\T106_04.png_38.png,9
..\_tiles\T106_04.png_39.png,9
..\_tiles\T106_04.png_40.png,9
..\_tiles\T106_04.png_41.png,9
..\_tiles\T106_04.png_42.png,9
..\_tiles\T106_04.png_43.png,9
..\_tiles\T106_04.png_44.png,9
..\_tiles\T106_04.png_45.png,9
..\_tiles\T106_04.png_46.png,9
..\_tiles\T106_04.png_47.png,9
..\_tiles\T106_04.png_48.png,9
..\_tiles\T106_04.png_49.png,9
..\_tiles\T106_04.png_50.png,9
..\_tiles\T106_04.png_51.png,9
..\_tiles\T106_04.png_52.png,9
..\_tiles\T106_04.png_53.png,9
..\_tiles\T106_04.png_54.png,9
..\_tiles\T106_04.png_55.png,9
..\_tiles\T106_04.png_56.png,9
..\_tiles\T106_04.png_57.png,9
..\_tiles\T106_04.png_58.png,9
..\_tiles\T106_04.png_59.png,9
..\_tiles\T106_04.png_60.png,9
..\_tiles\T106_05.png_0.png,9
..\_tiles\T106_05.png_1.png,9
..\_tiles\T106_05.png_2.png,9
..\_tiles\T106_05.png_3.png,9
..\_tiles\T106_05.png_4.png,9
..\_tiles\T106_05.png_5.png,9
..\_tiles\T106_05.png_6.png,9
..\_tiles\T106_05.png_7.png,9
..\_tiles\T106_05.png_8.png,9
..\_tiles\T106_05.png_9.png,9
..\_tiles\T106_05.png_10.png,9
..\_tiles\T106_05.png_11.png,9
..\_tiles\T106_05.png_12.png,9
..\_tiles\T106_05.png_13.png,9
..\_tiles\T106_05.png_14.png,9
..\_tiles\T106_05.png_15.png,9
..\_tiles\T106_05.png_16.png,9
..\_tiles\T106_05.png_17.png,9
..\_tiles\T106_05.png_18.png,9
..\_tiles\T106_05.png_19.png,9
..\_tiles\T106_05.png_20.png,9
..\_tiles\T106_05.png_21.png,9
..\_tiles\T106_05.png_22.png,9
..\_tiles\T106_05.png_23.png,9
..\_tiles\T106_05.png_24.png,9
..\_tiles\T106_05.png_25.png,9
..\_tiles\T106_05.png_26.png,9
..\_tiles\T106_05.png_27.png,9
..\_tiles\T106_05.png_28.png,9
..\_tiles\T106_05.png_29.png,9
..\_tiles\T106_05.png_30.png,9
..\_tiles\T106_05.png_31.png,9
..\_tiles\T106_05.png_32.png,9
..\_tiles\T106_05.png_33.png,9
..\_tiles\T106_05.png_34.png,9
..\_tiles\T106_05.png_35.png,9
..\_tiles\T106_05.png_36.png,9
..\_tiles\T106_05.png_37.png,9
..\_tiles\T106_05.png_38.png,9
..\_tiles\T106_05.png_39.png,9
..\_tiles\T106_05.png_40.png,9
..\_tiles\T106_05.png_41.png,9
..\_tiles\T106_05.png_42.png,9
..\_tiles\T106_05.png_43.png,9
..\_tiles\T106_05.png_44.png,9
..\_tiles\T106_05.png_45.png,9
..\_tiles\T106_05.png_46.png,9
..\_tiles\T106_05.png_47.png,9
..\_tiles\T106_05.png_48.png,9
..\_tiles\T106_05.png_49.png,9
..\_tiles\T106_05.png_50.png,9
..\_tiles\T106_05.png_51.png,9
..\_tiles\T106_05.png_52.png,9
..\_tiles\T106_05.png_53.png,9
..\_tiles\T106_05.png_54.png,9
..\_tiles\T106_05.png_55.png,9
..\_tiles\T106_05.png_56.png,9
..\_tiles\T106_05.png_57.png,9
..\_tiles\T106_05.png_58.png,9
..\_tiles\T106_05.png_59.png,9
..\_tiles\T106_05.png_60.png,9
..\_tiles\T107_01.png_0.png,10
..\_tiles\T107_01.png_1.png,10
..\_tiles\T107_01.png_2.png,10
..\_tiles\T107_01.png_3.png,10
..\_tiles\T107_01.png_4.png,10
..\_tiles\T107_01.png_5.png,10
..\_tiles\T107_01.png_6.png,10
..\_tiles\T107_01.png_7.png,10
..\_tiles\T107_01.png_8.png,10
..\_tiles\T107_01.png_9.png,10
..\_tiles\T107_01.png_10.png,10
..\_tiles\T107_01.png_11.png,10
..\_tiles\T107_01.png_12.png,10
..\_tiles\T107_01.png_13.png,10
..\_tiles\T107_01.png_14.png,10
..\_tiles\T107_01.png_15.png,10
..\_tiles\T107_01.png_16.png,10
..\_tiles\T107_01.png_17.png,10
..\_tiles\T107_01.png_18.png,10
..\_tiles\T107_01.png_19.png,10
..\_tiles\T107_01.png_20.png,10
..\_tiles\T107_01.png_21.png,10
..\_tiles\T107_01.png_22.png,10
..\_tiles\T107_01.png_23.png,10
..\_tiles\T107_01.png_24.png,10
..\_tiles\T107_01.png_25.png,10
..\_tiles\T107_01.png_26.png,10
..\_tiles\T107_01.png_27.png,10
..\_tiles\T107_01.png_28.png,10
..\_tiles\T107_01.png_29.png,10
..\_tiles\T107_01.png_30.png,10
..\_tiles\T107_01.png_31.png,10
..\_tiles\T107_01.png_32.png,10
..\_tiles\T107_01.png_33.png,10
..\_tiles\T107_01.png_34.png,10
..\_tiles\T107_01.png_35.png,10
..\_tiles\T107_01.png_36.png,10
..\_tiles\T107_01.png_37.png,10
..\_tiles\T107_01.png_38.png,10
..\_tiles\T107_01.png_39.png,10
..\_tiles\T107_01.png_40.png,10
..\_tiles\T107_01.png_41.png,10
..\_tiles\T107_01.png_42.png,10
..\_tiles\T107_01.png_43.png,10
..\_tiles\T107_01.png_44.png,10
..\_tiles\T107_01.png_45.png,10
..\_tiles\T107_01.png_46.png,10
..\_tiles\T107_01.png_47.png,10
..\_tiles\T107_01.png_48.png,10
..\_tiles\T107_01.png_49.png,10
..\_tiles\T107_01.png_50.png,10
..\_tiles\T107_01.png_51.png,10
..\_tiles\T107_01.png_52.png,10
..\_tiles\T107_01.png_53.png,10
..\_tiles\T107_01.png_54.png,10
..\_tiles\T107_01.png_55.png,10
..\_tiles\T107_01.png_56.png,10
..\_tiles\T107_01.png_57.png,10
..\_tiles\T107_01.png_58.png,10
..\_tiles\T107_01.png_59.png,10
..\_tiles\T107_01.png_60.png,10
..\_tiles\T107_02.png_0.png,10
..\_tiles\T107_02.png_1.png,10
..\_tiles\T107_02.png_2.png,10
..\_tiles\T107_02.png_3.png,10
..\_tiles\T107_02.png_4.png,10
..\_tiles\T107_02.png_5.png,10
..\_tiles\T107_02.png_6.png,10
..\_tiles\T107_02.png_7.png,10
..\_tiles\T107_02.png_8.png,10
..\_tiles\T107_02.png_9.png,10
..\_tiles\T107_02.png_10.png,10
..\_tiles\T107_02.png_11.png,10
..\_tiles\T107_02.png_12.png,10
..\_tiles\T107_02.png_13.png,10
..\_tiles\T107_02.png_14.png,10
..\_tiles\T107_02.png_15.png,10
..\_tiles\T107_02.png_16.png,10
..\_tiles\T107_02.png_17.png,10
..\_tiles\T107_02.png_18.png,10
..\_tiles\T107_02.png_19.png,10
..\_tiles\T107_02.png_20.png,10
..\_tiles\T107_02.png_21.png,10
..\_tiles\T107_02.png_22.png,10
..\_tiles\T107_02.png_23.png,10
..\_tiles\T107_02.png_24.png,10
..\_tiles\T107_02.png_25.png,10
..\_tiles\T107_02.png_26.png,10
..\_tiles\T107_02.png_27.png,10
..\_tiles\T107_02.png_28.png,10
..\_tiles\T107_02.png_29.png,10
..\_tiles\T107_02.png_30.png,10
..\_tiles\T107_02.png_31.png,10
..\_tiles\T107_02.png_32.png,10
..\_tiles\T107_02.png_33.png,10
..\_tiles\T107_02.png_34.png,10
..\_tiles\T107_02.png_35.png,10
..\_tiles\T107_02.png_36.png,10
..\_tiles\T107_02.png_37.png,10
..\_tiles\T107_02.png_38.png,10
..\_tiles\T107_02.png_39.png,10
..\_tiles\T107_02.png_40.png,10
..\_tiles\T107_02.png_41.png,10
..\_tiles\T107_02.png_42.png,10
..\_tiles\T107_02.png_43.png,10
..\_tiles\T107_02.png_44.png,10
..\_tiles\T107_02.png_45.png,10
..\_tiles\T107_02.png_46.png,10
..\_tiles\T107_02.png_47.png,10
..\_tiles\T107_02.png_48.png,10
..\_tiles\T107_02.png_49.png,10
..\_tiles\T107_02.png_50.png,10
..\_tiles\T107_02.png_51.png,10
..\_tiles\T107_02.png_52.png,10
..\_tiles\T107_02.png_53.png,10
..\_tiles\T107_02.png_54.png,10
..\_tiles\T107_02.png_55.png,10
..\_tiles\T107_02.png_56.png,10
..\_tiles\T107_02.png_57.png,10
..\_tiles\T107_02.png_58.png,10
..\_tiles\T107_02.png_59.png,10
..\_tiles\T107_02.png_60.png,10
..\_tiles\T107_03.png_0.png,10
..\_tiles\T107_03.png_1.png,10
..\_tiles\T107_03.png_2.png,10
..\_tiles\T107_03.png_3.png,10
..\_tiles\T107_03.png_4.png,10
..\_tiles\T107_03.png_5.png,10
..\_tiles\T107_03.png_6.png,10
..\_tiles\T107_03.png_7.png,10
..\_tiles\T107_03.png_8.png,10
..\_tiles\T107_03.png_9.png,10
..\_tiles\T107_03.png_10.png,10
..\_tiles\T107_03.png_11.png,10
..\_tiles\T107_03.png_12.png,10
..\_tiles\T107_03.png_13.png,10
..\_tiles\T107_03.png_14.png,10
..\_tiles\T107_03.png_15.png,10
..\_tiles\T107_03.png_16.png,10
..\_tiles\T107_03.png_17.png,10
..\_tiles\T107_03.png_18.png,10
..\_tiles\T107_03.png_19.png,10
..\_tiles\T107_03.png_20.png,10
..\_tiles\T107_03.png_21.png,10
..\_tiles\T107_03.png_22.png,10
..\_tiles\T107_03.png_23.png,10
..\_tiles\T107_03.png_24.png,10
..\_tiles\T107_03.png_25.png,10
..\_tiles\T107_03.png_26.png,10
..\_tiles\T107_03.png_27.png,10
..\_tiles\T107_03.png_28.png,10
..\_tiles\T107_03.png_29.png,10
..\_tiles\T107_03.png_30.png,10
..\_tiles\T107_03.png_31.png,10
..\_tiles\T107_03.png_32.png,10
..\_tiles\T107_03.png_33.png,10
..\_tiles\T107_03.png_34.png,10
..\_tiles\T107_03.png_35.png,10
..\_tiles\T107_03.png_36.png,10
..\_tiles\T107_03.png_37.png,10
..\_tiles\T107_03.png_38.png,10
..\_tiles\T107_03.png_39.png,10
..\_tiles\T107_03.png_40.png,10
..\_tiles\T107_03.png_41.png,10
..\_tiles\T107_03.png_42.png,10
..\_tiles\T107_03.png_43.png,10
..\_tiles\T107_03.png_44.png,10
..\_tiles\T107_03.png_45.png,10
..\_tiles\T107_03.png_46.png,10
..\_tiles\T107_03.png_47.png,10
..\_tiles\T107_03.png_48.png,10
..\_tiles\T107_03.png_49.png,10
..\_tiles\T107_03.png_50.png,10
..\_tiles\T107_03.png_51.png,10
..\_tiles\T107_03.png_52.png,10
..\_tiles\T107_03.png_53.png,10
..\_tiles\T107_03.png_54.png,10
..\_tiles\T107_03.png_55.png,10
..\_tiles\T107_03.png_56.png,10
..\_tiles\T107_03.png_57.png,10
..\_tiles\T107_03.png_58.png,10
..\_tiles\T107_03.png_59.png,10
..\_tiles\T107_03.png_60.png,10
..\_tiles\T107_04.png_0.png,10
..\_tiles\T107_04.png_1.png,10
..\_tiles\T107_04.png_2.png,10
..\_tiles\T107_04.png_3.png,10
..\_tiles\T107_04.png_4.png,10
..\_tiles\T107_04.png_5.png,10
..\_tiles\T107_04.png_6.png,10
..\_tiles\T107_04.png_7.png,10
..\_tiles\T107_04.png_8.png,10
..\_tiles\T107_04.png_9.png,10
..\_tiles\T107_04.png_10.png,10
..\_tiles\T107_04.png_11.png,10
..\_tiles\T107_04.png_12.png,10
..\_tiles\T107_04.png_13.png,10
..\_tiles\T107_04.png_14.png,10
..\_tiles\T107_04.png_15.png,10
..\_tiles\T107_04.png_16.png,10
..\_tiles\T107_04.png_17.png,10
..\_tiles\T107_04.png_18.png,10
..\_tiles\T107_04.png_19.png,10
..\_tiles\T107_04.png_20.png,10
..\_tiles\T107_04.png_21.png,10
..\_tiles\T107_04.png_22.png,10
..\_tiles\T107_04.png_23.png,10
..\_tiles\T107_04.png_24.png,10
..\_tiles\T107_04.png_25.png,10
..\_tiles\T107_04.png_26.png,10
..\_tiles\T107_04.png_27.png,10
..\_tiles\T107_04.png_28.png,10
..\_tiles\T107_04.png_29.png,10
..\_tiles\T107_04.png_30.png,10
..\_tiles\T107_04.png_31.png,10
..\_tiles\T107_04.png_32.png,10
..\_tiles\T107_04.png_33.png,10
..\_tiles\T107_04.png_34.png,10
..\_tiles\T107_04.png_35.png,10
..\_tiles\T107_04.png_36.png,10
..\_tiles\T107_04.png_37.png,10
..\_tiles\T107_04.png_38.png,10
..\_tiles\T107_04.png_39.png,10
..\_tiles\T107_04.png_40.png,10
..\_tiles\T107_04.png_41.png,10
..\_tiles\T107_04.png_42.png,10
..\_tiles\T107_04.png_43.png,10
..\_tiles\T107_04.png_44.png,10
..\_tiles\T107_04.png_45.png,10
..\_tiles\T107_04.png_46.png,10
..\_tiles\T107_04.png_47.png,10
..\_tiles\T107_04.png_48.png,10
..\_tiles\T107_04.png_49.png,10
..\_tiles\T107_04.png_50.png,10
..\_tiles\T107_04.png_51.png,10
..\_tiles\T107_04.png_52.png,10
..\_tiles\T107_04.png_53.png,10
..\_tiles\T107_04.png_54.png,10
..\_tiles\T107_04.png_55.png,10
..\_tiles\T107_04.png_56.png,10
..\_tiles\T107_04.png_57.png,10
..\_tiles\T107_04.png_58.png,10
..\_tiles\T107_04.png_59.png,10
..\_tiles\T107_04.png_60.png,10
..\_tiles\T107_05.png_0.png,10
..\_tiles\T107_05.png_1.png,10
..\_tiles\T107_05.png_2.png,10
..\_tiles\T107_05.png_3.png,10
..\_tiles\T107_05.png_4.png,10
..\_tiles\T107_05.png_5.png,10
..\_tiles\T107_05.png_6.png,10
..\_tiles\T107_05.png_7.png,10
..\_tiles\T107_05.png_8.png,10
..\_tiles\T107_05.png_9.png,10
..\_tiles\T107_05.png_10.png,10
..\_tiles\T107_05.png_11.png,10
..\_tiles\T107_05.png_12.png,10
..\_tiles\T107_05.png_13.png,10
..\_tiles\T107_05.png_14.png,10
..\_tiles\T107_05.png_15.png,10
..\_tiles\T107_05.png_16.png,10
..\_tiles\T107_05.png_17.png,10
..\_tiles\T107_05.png_18.png,10
..\_tiles\T107_05.png_19.png,10
..\_tiles\T107_05.png_20.png,10
..\_tiles\T107_05.png_21.png,10
..\_tiles\T107_05.png_22.png,10
..\_tiles\T107_05.png_23.png,10
..\_tiles\T107_05.png_24.png,10
..\_tiles\T107_05.png_25.png,10
..\_tiles\T107_05.png_26.png,10
..\_tiles\T107_05.png_27.png,10
..\_tiles\T107_05.png_28.png,10
..\_tiles\T107_05.png_29.png,10
..\_tiles\T107_05.png_30.png,10
..\_tiles\T107_05.png_31.png,10
..\_tiles\T107_05.png_32.png,10
..\_tiles\T107_05.png_33.png,10
..\_tiles\T107_05.png_34.png,10
..\_tiles\T107_05.png_35.png,10
..\_tiles\T107_05.png_36.png,10
..\_tiles\T107_05.png_37.png,10
..\_tiles\T107_05.png_38.png,10
..\_tiles\T107_05.png_39.png,10
..\_tiles\T107_05.png_40.png,10
..\_tiles\T107_05.png_41.png,10
..\_tiles\T107_05.png_42.png,10
..\_tiles\T107_05.png_43.png,10
..\_tiles\T107_05.png_44.png,10
..\_tiles\T107_05.png_45.png,10
..\_tiles\T107_05.png_46.png,10
..\_tiles\T107_05.png_47.png,10
..\_tiles\T107_05.png_48.png,10
..\_tiles\T107_05.png_49.png,10
..\_tiles\T107_05.png_50.png,10
..\_tiles\T107_05.png_51.png,10
..\_tiles\T107_05.png_52.png,10
..\_tiles\T107_05.png_53.png,10
..\_tiles\T107_05.png_54.png,10
..\_tiles\T107_05.png_55.png,10
..\_tiles\T107_05.png_56.png,10
..\_tiles\T107_05.png_57.png,10
..\_tiles\T107_05.png_58.png,10
..\_tiles\T107_05.png_59.png,10
..\_tiles\T107_05.png_60.png,10
..\_tiles\T108_01.png_0.png,11
..\_tiles\T108_01.png_1.png,11
..\_tiles\T108_01.png_2.png,11
..\_tiles\T108_01.png_3.png,11
..\_tiles\T108_01.png_4.png,11
..\_tiles\T108_01.png_5.png,11
..\_tiles\T108_01.png_6.png,11
..\_tiles\T108_01.png_7.png,11
..\_tiles\T108_01.png_8.png,11
..\_tiles\T108_01.png_9.png,11
..\_tiles\T108_01.png_10.png,11
..\_tiles\T108_01.png_11.png,11
..\_tiles\T108_01.png_12.png,11
..\_tiles\T108_01.png_13.png,11
..\_tiles\T108_01.png_14.png,11
..\_tiles\T108_01.png_15.png,11
..\_tiles\T108_01.png_16.png,11
..\_tiles\T108_01.png_17.png,11
..\_tiles\T108_01.png_18.png,11
..\_tiles\T108_01.png_19.png,11
..\_tiles\T108_01.png_20.png,11
..\_tiles\T108_01.png_21.png,11
..\_tiles\T108_01.png_22.png,11
..\_tiles\T108_01.png_23.png,11
..\_tiles\T108_01.png_24.png,11
..\_tiles\T108_01.png_25.png,11
..\_tiles\T108_01.png_26.png,11
..\_tiles\T108_01.png_27.png,11
..\_tiles\T108_01.png_28.png,11
..\_tiles\T108_01.png_29.png,11
..\_tiles\T108_01.png_30.png,11
..\_tiles\T108_01.png_31.png,11
..\_tiles\T108_01.png_32.png,11
..\_tiles\T108_01.png_33.png,11
..\_tiles\T108_01.png_34.png,11
..\_tiles\T108_01.png_35.png,11
..\_tiles\T108_01.png_36.png,11
..\_tiles\T108_01.png_37.png,11
..\_tiles\T108_01.png_38.png,11
..\_tiles\T108_01.png_39.png,11
..\_tiles\T108_01.png_40.png,11
..\_tiles\T108_01.png_41.png,11
..\_tiles\T108_01.png_42.png,11
..\_tiles\T108_01.png_43.png,11
..\_tiles\T108_01.png_44.png,11
..\_tiles\T108_01.png_45.png,11
..\_tiles\T108_01.png_46.png,11
..\_tiles\T108_01.png_47.png,11
..\_tiles\T108_01.png_48.png,11
..\_tiles\T108_01.png_49.png,11
..\_tiles\T108_01.png_50.png,11
..\_tiles\T108_01.png_51.png,11
..\_tiles\T108_01.png_52.png,11
..\_tiles\T108_01.png_53.png,11
..\_tiles\T108_01.png_54.png,11
..\_tiles\T108_01.png_55.png,11
..\_tiles\T108_01.png_56.png,11
..\_tiles\T108_01.png_57.png,11
..\_tiles\T108_01.png_58.png,11
..\_tiles\T108_01.png_59.png,11
..\_tiles\T108_01.png_60.png,11
..\_tiles\T108_02.png_0.png,11
..\_tiles\T108_02.png_1.png,11
..\_tiles\T108_02.png_2.png,11
..\_tiles\T108_02.png_3.png,11
..\_tiles\T108_02.png_4.png,11
..\_tiles\T108_02.png_5.png,11
..\_tiles\T108_02.png_6.png,11
..\_tiles\T108_02.png_7.png,11
..\_tiles\T108_02.png_8.png,11
..\_tiles\T108_02.png_9.png,11
..\_tiles\T108_02.png_10.png,11
..\_tiles\T108_02.png_11.png,11
..\_tiles\T108_02.png_12.png,11
..\_tiles\T108_02.png_13.png,11
..\_tiles\T108_02.png_14.png,11
..\_tiles\T108_02.png_15.png,11
..\_tiles\T108_02.png_16.png,11
..\_tiles\T108_02.png_17.png,11
..\_tiles\T108_02.png_18.png,11
..\_tiles\T108_02.png_19.png,11
..\_tiles\T108_02.png_20.png,11
..\_tiles\T108_02.png_21.png,11
..\_tiles\T108_02.png_22.png,11
..\_tiles\T108_02.png_23.png,11
..\_tiles\T108_02.png_24.png,11
..\_tiles\T108_02.png_25.png,11
..\_tiles\T108_02.png_26.png,11
..\_tiles\T108_02.png_27.png,11
..\_tiles\T108_02.png_28.png,11
..\_tiles\T108_02.png_29.png,11
..\_tiles\T108_02.png_30.png,11
..\_tiles\T108_02.png_31.png,11
..\_tiles\T108_02.png_32.png,11
..\_tiles\T108_02.png_33.png,11
..\_tiles\T108_02.png_34.png,11
..\_tiles\T108_02.png_35.png,11
..\_tiles\T108_02.png_36.png,11
..\_tiles\T108_02.png_37.png,11
..\_tiles\T108_02.png_38.png,11
..\_tiles\T108_02.png_39.png,11
..\_tiles\T108_02.png_40.png,11
..\_tiles\T108_02.png_41.png,11
..\_tiles\T108_02.png_42.png,11
..\_tiles\T108_02.png_43.png,11
..\_tiles\T108_02.png_44.png,11
..\_tiles\T108_02.png_45.png,11
..\_tiles\T108_02.png_46.png,11
..\_tiles\T108_02.png_47.png,11
..\_tiles\T108_02.png_48.png,11
..\_tiles\T108_02.png_49.png,11
..\_tiles\T108_02.png_50.png,11
..\_tiles\T108_02.png_51.png,11
..\_tiles\T108_02.png_52.png,11
..\_tiles\T108_02.png_53.png,11
..\_tiles\T108_02.png_54.png,11
..\_tiles\T108_02.png_55.png,11
..\_tiles\T108_02.png_56.png,11
..\_tiles\T108_02.png_57.png,11
..\_tiles\T108_02.png_58.png,11
..\_tiles\T108_02.png_59.png,11
..\_tiles\T108_02.png_60.png,11
..\_tiles\T108_03.png_0.png,11
..\_tiles\T108_03.png_1.png,11
..\_tiles\T108_03.png_2.png,11
..\_tiles\T108_03.png_3.png,11
..\_tiles\T108_03.png_4.png,11
..\_tiles\T108_03.png_5.png,11
..\_tiles\T108_03.png_6.png,11
..\_tiles\T108_03.png_7.png,11
..\_tiles\T108_03.png_8.png,11
..\_tiles\T108_03.png_9.png,11
..\_tiles\T108_03.png_10.png,11
..\_tiles\T108_03.png_11.png,11
..\_tiles\T108_03.png_12.png,11
..\_tiles\T108_03.png_13.png,11
..\_tiles\T108_03.png_14.png,11
..\_tiles\T108_03.png_15.png,11
..\_tiles\T108_03.png_16.png,11
..\_tiles\T108_03.png_17.png,11
..\_tiles\T108_03.png_18.png,11
..\_tiles\T108_03.png_19.png,11
..\_tiles\T108_03.png_20.png,11
..\_tiles\T108_03.png_21.png,11
..\_tiles\T108_03.png_22.png,11
..\_tiles\T108_03.png_23.png,11
..\_tiles\T108_03.png_24.png,11
..\_tiles\T108_03.png_25.png,11
..\_tiles\T108_03.png_26.png,11
..\_tiles\T108_03.png_27.png,11
..\_tiles\T108_03.png_28.png,11
..\_tiles\T108_03.png_29.png,11
..\_tiles\T108_03.png_30.png,11
..\_tiles\T108_03.png_31.png,11
..\_tiles\T108_03.png_32.png,11
..\_tiles\T108_03.png_33.png,11
..\_tiles\T108_03.png_34.png,11
..\_tiles\T108_03.png_35.png,11
..\_tiles\T108_03.png_36.png,11
..\_tiles\T108_03.png_37.png,11
..\_tiles\T108_03.png_38.png,11
..\_tiles\T108_03.png_39.png,11
..\_tiles\T108_03.png_40.png,11
..\_tiles\T108_03.png_41.png,11
..\_tiles\T108_03.png_42.png,11
..\_tiles\T108_03.png_43.png,11
..\_tiles\T108_03.png_44.png,11
..\_tiles\T108_03.png_45.png,11
..\_tiles\T108_03.png_46.png,11
..\_tiles\T108_03.png_47.png,11
..\_tiles\T108_03.png_48.png,11
..\_tiles\T108_03.png_49.png,11
..\_tiles\T108_03.png_50.png,11
..\_tiles\T108_03.png_51.png,11
..\_tiles\T108_03.png_52.png,11
..\_tiles\T108_03.png_53.png,11
..\_tiles\T108_03.png_54.png,11
..\_tiles\T108_03.png_55.png,11
..\_tiles\T108_03.png_56.png,11
..\_tiles\T108_03.png_57.png,11
..\_tiles\T108_03.png_58.png,11
..\_tiles\T108_03.png_59.png,11
..\_tiles\T108_03.png_60.png,11
..\_tiles\T108_04.png_0.png,11
..\_tiles\T108_04.png_1.png,11
..\_tiles\T108_04.png_2.png,11
..\_tiles\T108_04.png_3.png,11
..\_tiles\T108_04.png_4.png,11
..\_tiles\T108_04.png_5.png,11
..\_tiles\T108_04.png_6.png,11
..\_tiles\T108_04.png_7.png,11
..\_tiles\T108_04.png_8.png,11
